text,intent,user_type
Change order status,admin_update_order_status,admin
Modify order status,admin_update_order_status,admin
Update order state,admin_update_order_status,admin
Change order state,admin_update_order_status,admin
Modify order state,admin_update_order_status,admin
Update delivery status,admin_update_order_status,admin
Change delivery status,admin_update_order_status,admin
Update order progress,admin_update_order_status,admin
Change order progress,admin_update_order_status,admin
Mark order as delivered,admin_update_order_status,admin
Update order to delivered,admin_update_order_status,admin
Change status of order,admin_update_order_status,admin
Modify order delivery,admin_update_order_status,admin
Update order completion,admin_update_order_status,admin
Update order status,admin_update_order_status,admin
Change order status,admin_update_order_status,admin
Modify order status,admin_update_order_status,admin
Update order state,admin_update_order_status,admin
Change order state,admin_update_order_status,admin
Modify order state,admin_update_order_status,admin
Update delivery status,admin_update_order_status,admin
Change delivery status,admin_update_order_status,admin
Update order progress,admin_update_order_status,admin
Change order progress,admin_update_order_status,admin
Mark order as delivered,admin_update_order_status,admin
Update order to delivered,admin_update_order_status,admin
Change status of order,admin_update_order_status,admin
Modify order delivery,admin_update_order_status,admin
Update order completion,admin_update_order_status,admin
Update order status,admin_update_order_status,admin
Change order status,admin_update_order_status,admin
Modify order status,admin_update_order_status,admin
Update order state,admin_update_order_status,admin
Change order state,admin_update_order_status,admin
Modify order state,admin_update_order_status,admin
Update delivery status,admin_update_order_status,admin
Change delivery status,admin_update_order_status,admin
Update order progress,admin_update_order_status,admin
Change order progress,admin_update_order_status,admin
Mark order as delivered,admin_update_order_status,admin
Update order to delivered,admin_update_order_status,admin
Change status of order,admin_update_order_status,admin
Modify order delivery,admin_update_order_status,admin
Update order completion,admin_update_order_status,admin
Update order status,admin_update_order_status,admin
Change order status,admin_update_order_status,admin
Modify order status,admin_update_order_status,admin
Update order state,admin_update_order_status,admin
Change order state,admin_update_order_status,admin
Modify order state,admin_update_order_status,admin
Update delivery status,admin_update_order_status,admin
Change delivery status,admin_update_order_status,admin
Update order progress,admin_update_order_status,admin
Change order progress,admin_update_order_status,admin
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food outlets,customer_list_restaurants,customer
Display food places,customer_list_restaurants,customer
What food places are available?,customer_list_restaurants,customer
Show available restaurants,customer_list_restaurants,customer
Restaurant options,customer_list_restaurants,customer
Show restaurants,customer_list_restaurants,customer
List food places,customer_list_restaurants,customer
Display restaurants,customer_list_restaurants,customer
What restaurants are there?,customer_list_restaurants,customer
Show me restaurants,customer_list_restaurants,customer
View restaurants,customer_list_restaurants,customer
Restaurants near me,customer_list_restaurants,customer
Available restaurants,customer_list_restaurants,customer
Show dining places,customer_list_restaurants,customer
List dining options,customer_list_restaurants,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Show food menu,customer_list_foods,customer
List food items,customer_list_foods,customer
Display menu,customer_list_foods,customer
What food is available?,customer_list_foods,customer
Show me the menu,customer_list_foods,customer
View food items,customer_list_foods,customer
Available dishes,customer_list_foods,customer
Show dishes,customer_list_foods,customer
List dishes,customer_list_foods,customer
Display dishes,customer_list_foods,customer
What's on the menu?,customer_list_foods,customer
Show food options,customer_list_foods,customer
View menu items,customer_list_foods,customer
Available food items,customer_list_foods,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Search dining places,customer_search_restaurant,customer
Find food joints,customer_search_restaurant,customer
Look for restaurants,customer_search_restaurant,customer
Search eateries,customer_search_restaurant,customer
Find restaurant,customer_search_restaurant,customer
Search restaurants,customer_search_restaurant,customer
Look for restaurant,customer_search_restaurant,customer
Find food place,customer_search_restaurant,customer
Search for restaurants,customer_search_restaurant,customer
Look for dining place,customer_search_restaurant,customer
Find dining options,customer_search_restaurant,customer
Search food outlets,customer_search_restaurant,customer
Find places to eat,customer_search_restaurant,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Search dishes,customer_search_food,customer
Look for menu items,customer_search_food,customer
Find food options,customer_search_food,customer
Search food menu,customer_search_food,customer
Find food,customer_search_food,customer
Search food,customer_search_food,customer
Look for food,customer_search_food,customer
Find dishes,customer_search_food,customer
Search for food,customer_search_food,customer
Look for dishes,customer_search_food,customer
Find menu items,customer_search_food,customer
Search menu,customer_search_food,customer
Find what to eat,customer_search_food,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Add to my cart,customer_add_to_cart,customer
Add to order,customer_add_to_cart,customer
Include in cart,customer_add_to_cart,customer
Add item,customer_add_to_cart,customer
Add to cart,customer_add_to_cart,customer
Put in cart,customer_add_to_cart,customer
Add item to cart,customer_add_to_cart,customer
Add to basket,customer_add_to_cart,customer
Put in basket,customer_add_to_cart,customer
Add to shopping cart,customer_add_to_cart,customer
Include in order,customer_add_to_cart,customer
Add this to cart,customer_add_to_cart,customer
Put this in cart,customer_add_to_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Show basket,customer_view_cart,customer
What do I have in cart?,customer_view_cart,customer
View my basket,customer_view_cart,customer
Show my basket,customer_view_cart,customer
Show cart,customer_view_cart,customer
View cart,customer_view_cart,customer
Display cart,customer_view_cart,customer
What's in my cart?,customer_view_cart,customer
Show my cart,customer_view_cart,customer
View my cart,customer_view_cart,customer
Display my cart,customer_view_cart,customer
Show shopping cart,customer_view_cart,customer
View basket,customer_view_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Delete from cart,customer_remove_from_cart,customer
Take out from cart,customer_remove_from_cart,customer
Remove item,customer_remove_from_cart,customer
Delete item from cart,customer_remove_from_cart,customer
Remove from basket,customer_remove_from_cart,customer
Delete from basket,customer_remove_from_cart,customer
Take out item,customer_remove_from_cart,customer
Remove product from cart,customer_remove_from_cart,customer
Delete from shopping cart,customer_remove_from_cart,customer
Remove from order,customer_remove_from_cart,customer
Remove from cart,customer_remove_from_cart,customer
Checkout,customer_place_order,customer
Place order,customer_place_order,customer
Order now,customer_place_order,customer
Proceed to checkout,customer_place_order,customer
Complete order,customer_place_order,customer
Make order,customer_place_order,customer
Submit order,customer_place_order,customer
Finalize order,customer_place_order,customer
Confirm order,customer_place_order,customer
Checkout now,customer_place_order,customer
